num_collisions,avg_speed,max_height_to_table,min_distance_to_edge,max_ee_force,reach_length,grasp_length,obj_path_length,total_time,pseudo_cost,speed_smoothness,trajectory_smoothness,anomaly,num_collisions_density,avg_speed_density,max_height_to_table_density,min_distance_to_edge_density,max_ee_force_density,reach_length_density,grasp_length_density,obj_path_length_density,total_time_density,pseudo_cost_density,speed_smoothness_density,trajectory_smoothness_density
4,0.8327198111513611,0.33588626661172993,0.04069919073374528,361.8214589484909,0.5182887861360169,1.0573871462385094,1.0885885176513281,7.5,23.555260167199737,0.7609440175886706,0.7848843368643028,grasp_length,0.1457174230810602,0.3654216218860448,5.3431652546041635,5.378390790928453,0.0005542295016013611,1.4566058283127288,0.2513453858986108,1.2290775355045702,0.19634341917768613,0.010573288687362433,0.22841992490875562,0.1179788560427485
5,0.8281030450982627,0.271764960715831,0.026899114730016493,1799.3695724952174,0.4956713541613869,0.7172981909128583,0.9271166752065465,7.5,26.200836048151885,1.0975912064593085,1.2067657973239894,max_ee_force,0.07303582405620726,0.3621145122499857,8.486749263698183,3.6410816840186677,7.723678987028909e-05,1.8174210034348761,2.0034261996239078,2.1744753886195594,0.19634341917768613,0.011477538695144807,0.42053322754334327,0.27971713165598644
4,0.9414731541330584,0.2986281213407196,0.033891045935839414,179.99017363797043,0.41520675492853965,0.3645387907880261,0.7466903846168741,7.5,29.14925162146702,1.1052553908045886,1.1938410379809945,grasp_length,0.1457174230810602,0.4147797201360395,9.801530530411291,4.53910340996009,0.0015083028689980669,2.9261299865040575,0.6273980639631292,1.9082140022481946,0.19634341917768613,0.01091424794118933,0.42546720019112166,0.27840405302265697
4,1.033962693509936,0.2909390568210086,0.07345297027342998,174.6309765917839,0.44512779700071764,0.6606486080296712,0.9477763482666614,7.5,37.863120505833486,1.2087691099100837,1.2682240618976661,pseudo_cost,0.1457174230810602,0.37124102208857057,10.097017124007918,10.66079329784996,0.0015391457572948358,2.4158593943720605,2.4344356178683864,2.0264958555695527,0.19634341917768613,0.0066823215264824555,0.3965887419689872,0.2767186974834399
5,1.2401985697771654,0.33983753739058,0.11631403039735441,591.3784452592433,0.52526981821522,0.8595293954226906,1.0645306676994888,7.5,36.49674027971077,1.1598230662746745,1.1624627680856792,avg_speed,0.07303582405620726,0.16535553563200203,4.931861771048591,7.356459262479664,0.00014716948785627773,1.3289021550581064,1.0263519980709561,1.380228997348414,0.19634341917768613,0.007334843253789842,0.43271466095970135,0.27258195876162966
6,1.021446172857136,0.36236927665280616,0.08446625980582542,310.47174885208574,0.44610075110290714,0.8712906659810565,1.0858869759347753,7.5,27.79783104475809,1.1496272991627214,1.423707213405646,num_collisions,0.033602394855995484,0.38150033088019886,2.1743143776347504,11.836382280979967,0.0007686137867492608,2.4031948052144987,0.9822364437794971,1.2480571563276799,0.19634341917768613,0.011450064332093182,0.43525195993763177,0.20881859184750476
3,0.3187356218689537,0.2645738973778671,0.07691634812843615,13.80593339800728,0.26566496080340046,0.6510245844649085,0.7191555806633781,5.95,10.847872269528754,0.36070342704539715,0.07470774948742935,obj_path_length,0.26565290346129744,1.8929110151039314,7.643384269002524,11.106316036360592,0.001965163492630856,2.6307461154188947,2.467421933139293,1.6166017441581382,0.3663213117303259,0.06571811318244455,2.0227784990887745,1.3908689243634016
2,0.18094930578699744,0.2511167268031047,0.1079430646766477,24.052701409407774,0.2261490861587679,0.6509144066392478,0.778909008035523,6.55,8.905211861171404,0.26296777622761275,0.07327890529682439,reach_length,0.32225797603884215,0.823505234920353,6.377548360962806,9.798135935749867,0.0019788885181302165,2.0431707647708555,2.467712306279617,2.167966706788473,0.267327727235182,0.06358962120243382,1.4823260208532665,1.38980219365663
3,0.2987305773440748,0.30623922554934513,0.14453475802195173,23.05317699806888,0.35613822367246933,0.5694406742456071,0.7561362160901257,5.65,8.419468573197005,0.3727603167510228,0.07853788934091538,min_distance_to_edge,0.26565290346129744,1.7619195524745166,8.94167203893482,2.2596115972822504,0.0019778255851400518,4.041959642663993,2.1511300948726793,1.9943936807390261,0.34866761266124535,0.06148289029721687,2.0450376480145347,1.3934629786149133
1,0.380238500703636,0.23635453211656388,0.09235553970667837,10.600941742583041,0.45919087974823347,0.9154104861171171,1.0511074602436505,6.95,14.432923306202447,0.40187447495860634,0.05909225008384765,num_collisions,0.1353266215395771,2.116063832953185,4.953636127998558,12.053633207409835,0.001959591669811042,2.247322859761416,0.7973915011911681,1.4490604343996278,0.22386990279344654,0.04637024031484437,2.0487192221327595,1.3763244617731183
2,0.33795716424769434,0.23547662215449527,0.14789219420550864,16.15286556902,0.3461556119806984,0.35044835929164725,0.5871468925830967,5.9,10.319987721244946,0.42370546816796495,0.07288805259740247,min_distance_to_edge,0.32225797603884215,1.9951791515212631,4.846696379792072,2.044883669781894,0.0019688587629780644,4.040450687283144,0.5850390316335516,0.5135439139836382,0.36775482262751924,0.06617927166468936,2.0054196922995606,1.389501050555739
3,0.2900022023393294,0.29699430214577793,0.06553186008060963,24.228106558922846,0.3635780493995904,0.5528060416458748,0.7610927873970665,5.95,8.703085812137225,0.35545198640090225,0.12896189123499957,obj_path_length,0.26565290346129744,1.6985043425062047,9.919960968585881,9.44399459284888,0.0019790688748454652,3.9887329136005714,1.9873834223359925,2.0363154865011,0.3663213117303259,0.06278291825755797,2.0093898993371226,1.3910932044290338
2,0.4404961286952387,0.3289032168034971,0.05762609876130001,40.392960908687655,0.37667704729323265,0.7481938545954966,0.9939949209150751,5.95,11.935342944316691,0.39647655312263225,0.08415207908136614,num_collisions,0.32225797603884215,2.0062569222901145,6.027386418830366,8.046360170477822,0.001987751803670114,3.796471889655638,1.6998139463865247,1.718547045595089,0.3663213117303259,0.06244125033897465,2.053413209447358,1.3965632214668968
3,0.4328167165335006,0.2880325935450849,0.09868494692114199,30.09876643747964,0.3316715960858443,0.66590663844598,0.9043771848472876,5.5,11.256112644465901,0.48167653888499845,0.08628961251264777,total_time,0.26565290346129744,2.0382191230067583,10.032824045273097,11.607579403314448,0.001984039717100228,3.8953515790508475,2.4102612688773677,2.3118160681632074,0.32025819031271174,0.064840689247065,1.7267849693156327,1.3975232010529552
4,0.42121662581010033,0.28383367749695676,0.05451174580090157,22.063758549852004,0.21994422487763965,0.49389942676250786,0.7611909009579447,4.45,9.758870567447994,0.5099143865664932,0.08588839749705021,total_time,0.1457174230810602,2.0770628798586324,9.788035628718282,7.489227691033439,0.001976714466950131,1.9176284175773943,1.3586107488925754,2.0371219844446338,0.15280685404966812,0.06581362762087428,1.5309322483683212,1.3973523019727458
2,0.3821165133747375,0.31784348100596693,0.06193062185181153,10.720339141921878,0.30539436898242434,0.6171720304355448,0.8833169845991686,4.9,9.733184051930069,0.3764654748385898,0.10792072571702255,total_time,0.32225797603884215,2.117718905725275,7.285671326563847,8.819879627546019,0.001959810081599238,3.361765638767266,2.4598301153731184,2.3959253951534665,0.2029761955127227,0.06577573790473153,2.0494612543232273,1.4003532904369234
3,0.39055826716232983,0.3411720347699456,0.05671922996822029,15.967962173438147,0.3388030217099255,0.6595875602683371,0.8845076949548016,5.35,10.523706408753526,0.4167556778907444,0.10471265140454454,total_time,0.26565290346129744,2.121067284663213,4.785165549952136,7.882978057802761,0.001968579476795807,3.986338328195034,2.4387982529699244,2.392468079849312,0.2862241975452803,0.06609306746653745,2.0233494559869505,1.4007265877216466
3,0.3746296638353726,0.26705778640807476,0.09122830226368925,35.8275588772885,0.37385723506126384,0.6018638070250075,0.839001997721207,5.9,9.668409056900776,0.4045553375102699,0.11366851720241994,pseudo_cost,0.26565290346129744,2.1091638456381094,7.9242601937651225,12.069065392956643,0.0019868921681546435,3.846976539196525,2.3942596875403783,2.4154622410782207,0.36775482262751924,0.0656720262282389,2.0454873853700755,1.398994600672617
3,0.4667367675807214,0.33748330146571437,0.09482694753143245,27.252030095397565,0.3650678533506217,0.755509546607372,1.0493293498870433,5.9,12.09478318404745,0.46081885484927243,0.08686847441874986,trajectory_smoothness,0.26565290346129744,1.863437867905704,5.180696516066477,11.954939944184408,0.0019818879101050012,3.972800868849829,1.6316116718660691,1.4575554176671675,0.36775482262751924,0.061721066588983756,1.8504504707749931,1.3977621986067053
2,0.3332054253464604,0.242018196282328,0.09339085418924734,34.32053354704534,0.22385713008449462,0.5060516316220244,0.6970622125638061,4.55,7.277834047261304,0.37953076467180125,0.1672581989364644,total_time,0.32225797603884215,1.9723395322906643,5.571440444224333,12.02345628211372,0.001986333239940904,1.99818709333679,1.4830833878751937,1.3586293635183015,0.16450708763320857,0.054526477879695674,2.0522522688796396,1.3448617469819752
1,0.4824238189905826,0.29637063345899084,0.10908841630695029,15.728046497725778,0.4294309903087764,0.6152152533288466,0.8733615222963502,6.45,13.206094802560433,0.3681779760588814,0.060358036939332296,num_collisions,0.1353266215395771,1.7571742694279093,9.957591288476504,9.49267718058573,0.001968214074092003,2.65164990401317,2.4534984863455414,2.418548787273418,0.2862260376382276,0.05532799889901402,2.0379866816451595,1.3777380519892668
1,0.44689059670381476,0.22810301502958308,0.0920263276132359,26.817147845107876,0.22415882861856407,0.34996599861395533,0.5526804329689705,4.1,8.118253565506166,0.4062547530358832,0.16583946028139213,total_time,0.1353266215395771,1.9760514766365358,3.840860928609599,12.059979335745725,0.001981516295919297,2.0042024920841555,0.5835573923312041,0.4052624336523506,0.1025482992082936,0.059899742648015925,2.0431312020164003,1.347219012568712
2,0.5399294847887074,0.31366281032358034,0.028035263146753142,17.82353907650482,0.3523049616613657,0.8947874693311185,1.1258778716041957,6.45,14.164424408169134,0.3997607021452492,0.10562568605912688,min_distance_to_edge,0.32225797603884215,1.2948773890170935,7.8680325258957975,3.7939605475944322,0.0019712901502605155,4.051414641420564,0.8886277816785617,0.9217601659839274,0.2862260376382276,0.048431052642242164,2.0508468326783826,1.4006484589204584
2,0.434450695994648,0.29457764423060895,0.07521063703930506,51.50573589718629,0.25089130646284485,0.6170214515452321,0.852057161772318,4.75,9.071925752635194,0.33918361309414,0.17016272182661837,total_time,0.32225797603884215,2.0318242821092545,10.041403217021987,10.894250245946752,0.0019846273598836204,2.4352162748456507,2.4593649496347574,2.430457485680371,0.18573119747922273,0.06417682462088427,1.9542871655192362,1.339888430719796
2,0.4244863761629597,0.26650414124938404,0.09946553570655614,97.74204046905247,0.49378763354509814,0.8429784435856267,0.983274835124796,6.9,14.17469978960405,0.35149113338303717,0.08922831688656521,speed_smoothness,0.32225797603884215,2.0672975364318624,7.8604308959802305,11.507313482200153,0.001895851840347835,1.8433596272287698,1.0889374677426686,1.7813817006527113,0.22640916095769903,0.048352877755852855,1.9978446865578567,1.3986438905555465
2,0.32489921135572064,0.26960920703728,0.11456807395398999,16.204487232556705,0.3232257181152581,0.5504957142682352,0.7948337097780989,5.7,8.250222873946411,0.3770682735051831,0.12457044686947193,min_distance_to_edge,0.32225797603884215,1.9284854753213698,8.22575888220475,7.889900294387886,0.001968936372287272,3.748138484437594,1.9633208709969512,2.261510665614195,0.3557606912209228,0.06061803910329766,2.050072361030126,1.3939960681062382
2,0.39435599559414575,0.2915953278444239,0.11204573994282982,14.491429204255713,0.31184446814571665,0.5261220537938003,0.7583347652758016,4.6,7.6269418027373534,0.3899827237966706,0.11780513637200693,total_time,0.32225797603884215,2.1203828529857347,10.098366722770058,8.649351998275542,0.0019662765330522225,3.5070208483242062,1.699727701928832,2.0132733281864343,0.16996466622508502,0.05691352696359585,2.0558257776183764,1.397470215901473
2,0.3173478628718955,0.3007745756385771,0.10070919616294227,28.71443106559466,0.2634751100958645,0.6411854943323666,0.902695067887856,5.75,9.315667414619151,0.3755518447633309,0.11180761964162662,reach_length,0.32225797603884215,1.88456513188459,9.605277237745959,11.326547662652128,0.001983054182203459,2.6010386977042064,2.485322684148676,2.320245032269397,0.3613336991933666,0.06490408509710074,2.0484770278490503,1.3995313079979232
3,0.41418052359656526,0.24269046300705166,0.07176761599290041,21.31821083251051,0.34415066705116515,0.6849487530735128,0.8836676992411194,6.05,11.46042902160797,0.36226548243745377,0.11463552861231073,max_height_to_table,0.26565290346129744,2.094836542406424,5.637124397669918,10.423555990096695,0.0019758385156040193,4.03000516688537,2.2902655382731223,2.3949237319334578,0.3583858875310419,0.0642381174084735,2.026333134220677,1.398679150447278
2,0.4284061162481832,0.2897405011865113,0.07703044464997938,32.03034418867086,0.37739134010665465,0.6875991392471134,0.8795120931725676,5.75,10.192190182294596,0.35812610640320797,0.061777941395611206,speed_smoothness,0.32225797603884215,2.05435725393565,10.081870871757781,11.119966466707567,0.001985222178253589,3.783010482088169,2.270023616738218,2.405896521495534,0.3613336991933666,0.06617389591471295,2.0164832875977003,1.3792749608469175
